date,long_term_real_average
6/29/15,0.85
6/26/15,0.97
6/25/15,0.89
6/24/15,0.88
6/23/15,0.92
6/22/15,0.88
6/19/15,0.81
6/18/15,0.88
6/17/15,0.85
6/16/15,0.82
6/15/15,0.88
6/12/15,0.92
6/11/15,0.93
6/10/15,1.01
6/9/15,0.94
6/8/15,0.92
6/5/15,0.92
6/4/15,0.86
6/3/15,0.93
6/2/15,0.85
6/1/15,0.79
5/29/15,0.72
5/28/15,0.75
5/27/15,0.73
5/26/15,0.71
5/22/15,0.76
5/21/15,0.77
5/20/15,0.82
5/19/15,0.83
5/18/15,0.79
5/15/15,0.71
5/14/15,0.8
5/13/15,0.82
5/12/15,0.79
5/11/15,0.79
5/8/15,0.68
5/7/15,0.68
5/6/15,0.75
5/5/15,0.66
5/4/15,0.66
5/1/15,0.59
4/30/15,0.53
4/29/15,0.56
4/28/15,0.52
4/27/15,0.44
4/24/15,0.46
4/23/15,0.48
4/22/15,0.52
4/21/15,0.45
4/20/15,0.41
4/17/15,0.37
4/16/15,0.46
4/15/15,0.46
4/14/15,0.48
4/13/15,0.51
4/10/15,0.5
4/9/15,0.5
4/8/15,0.46
4/7/15,0.43
4/6/15,0.48
4/3/15,0.41
4/2/15,0.47
4/1/15,0.43
3/31/15,0.53
3/30/15,0.54
3/27/15,0.49
3/26/15,0.52
3/25/15,0.43
3/24/15,0.41
3/23/15,0.48
3/20/15,0.47
3/19/15,0.5
3/18/15,0.52
3/17/15,0.67
3/16/15,0.72
3/13/15,0.72
3/12/15,0.68
3/11/15,0.67
3/10/15,0.69
3/9/15,0.72
3/6/15,0.7
3/5/15,0.57
3/4/15,0.57
3/3/15,0.58
3/2/15,0.59
2/27/15,0.51
2/26/15,0.55
2/25/15,0.54
2/24/15,0.58
2/23/15,0.64
2/20/15,0.68
2/19/15,0.68
2/18/15,0.68
2/17/15,0.73
2/13/15,0.66
2/12/15,0.64
2/11/15,0.61
2/10/15,0.6
2/9/15,0.54
2/6/15,0.53
2/5/15,0.48
2/4/15,0.45
2/3/15,0.46
2/2/15,0.39
1/30/15,0.37
1/29/15,0.45
1/28/15,0.41
1/27/15,0.49
1/26/15,0.5
1/23/15,0.48
1/22/15,0.56
1/21/15,0.58
1/20/15,0.51
1/16/15,0.53
1/15/15,0.47
1/14/15,0.56
1/13/15,0.62
1/12/15,0.59
1/9/15,0.61
1/8/15,0.63
1/7/15,0.58
1/6/15,0.58
1/5/15,0.6
1/2/15,0.64
12/31/14,0.71
12/30/14,0.76
12/29/14,0.76
12/26/14,0.76
12/24/14,0.78
12/23/14,0.77
12/22/14,0.68
12/19/14,0.71
12/18/14,0.77
12/17/14,0.67
12/16/14,0.62
12/15/14,0.7
12/12/14,0.68
12/11/14,0.72
12/10/14,0.72
12/9/14,0.74
12/8/14,0.78
12/5/14,0.82
12/4/14,0.77
12/3/14,0.81
12/2/14,0.82
12/1/14,0.75
11/28/14,0.71
11/26/14,0.74
11/25/14,0.75
11/24/14,0.77
11/21/14,0.78
11/20/14,0.83
11/19/14,0.85
11/18/14,0.81
11/17/14,0.8
11/14/14,0.77
11/13/14,0.79
11/12/14,0.79
11/10/14,0.77
11/7/14,0.73
11/6/14,0.79
11/5/14,0.77
11/4/14,0.77
11/3/14,0.78
10/31/14,0.78
10/30/14,0.76
10/29/14,0.76
10/28/14,0.76
10/27/14,0.75
10/24/14,0.76
10/23/14,0.76
10/22/14,0.71
10/21/14,0.71
10/20/14,0.67
10/17/14,0.67
10/16/14,0.66
10/15/14,0.65
10/14/14,0.66
10/10/14,0.71
10/9/14,0.74
10/8/14,0.76
10/7/14,0.8
10/6/14,0.85
10/3/14,0.85
10/2/14,0.85
10/1/14,0.82
9/30/14,0.92
9/29/14,0.9
9/26/14,0.9
9/25/14,0.85
9/24/14,0.89
9/23/14,0.87
9/22/14,0.92
9/19/14,0.9
9/18/14,0.95
9/17/14,0.93
9/16/14,0.88
9/15/14,0.86
9/12/14,0.87
9/11/14,0.79
9/10/14,0.8
9/9/14,0.75
9/8/14,0.73
9/5/14,0.72
9/4/14,0.69
9/3/14,0.64
9/2/14,0.65
8/29/14,0.6
8/28/14,0.57
8/27/14,0.6
8/26/14,0.63
8/25/14,0.61
8/22/14,0.63
8/21/14,0.64
8/20/14,0.67
8/19/14,0.65
8/18/14,0.62
8/15/14,0.57
8/14/14,0.61
8/13/14,0.64
8/12/14,0.67
8/11/14,0.63
8/8/14,0.62
8/7/14,0.61
8/6/14,0.66
8/5/14,0.66
8/4/14,0.68
8/1/14,0.66
7/31/14,0.7
7/30/14,0.69
7/29/14,0.6
7/28/14,0.64
7/25/14,0.61
7/24/14,0.67
7/23/14,0.65
7/22/14,0.64
7/21/14,0.64
7/18/14,0.67
7/17/14,0.64
7/16/14,0.72
7/15/14,0.72
7/14/14,0.7
7/11/14,0.67
7/10/14,0.7
7/9/14,0.71
7/8/14,0.74
7/7/14,0.8
7/3/14,0.82
7/2/14,0.83
7/1/14,0.77
6/30/14,0.71
6/27/14,0.72
6/26/14,0.71
6/25/14,0.74
6/24/14,0.76
6/23/14,0.8
6/20/14,0.8
6/19/14,0.84
6/18/14,0.82
6/17/14,0.86
6/16/14,0.83
6/13/14,0.85
6/12/14,0.83
6/11/14,0.88
6/10/14,0.87
6/9/14,0.86
6/6/14,0.85
6/5/14,0.86
6/4/14,0.88
6/3/14,0.85
6/2/14,0.78
5/30/14,0.71
5/29/14,0.68
5/28/14,0.67
5/27/14,0.75
5/23/14,0.77
5/22/14,0.79
5/21/14,0.81
5/20/14,0.78
5/19/14,0.79
5/16/14,0.74
5/15/14,0.72
5/14/14,0.78
5/13/14,0.86
5/12/14,0.89
5/9/14,0.85
5/8/14,0.84
5/7/14,0.84
5/6/14,0.82
5/5/14,0.84
5/2/14,0.8
5/1/14,0.83
4/30/14,0.9
4/29/14,0.93
4/28/14,0.91
4/25/14,0.88
4/24/14,0.89
4/23/14,0.89
4/22/14,0.93
4/21/14,0.95
4/17/14,0.95
4/16/14,0.9
4/15/14,0.93
4/14/14,0.94
4/11/14,0.93
4/10/14,0.96
4/9/14,1.02
4/8/14,1.01
4/7/14,1.02
4/4/14,1.04
4/3/14,1.08
4/2/14,1.11
4/1/14,1.06
3/31/14,1.03
3/28/14,1.02
3/27/14,0.97
3/26/14,1
3/25/14,1.03
3/24/14,1.02
3/21/14,1.06
3/20/14,1.12
3/19/14,1.08
3/18/14,1.01
3/17/14,1.02
3/14/14,0.98
3/13/14,0.99
3/12/14,1.05
3/11/14,1.07
3/10/14,1.08
3/7/14,1.07
3/6/14,1.05
3/5/14,1.02
3/4/14,1.03
3/3/14,0.95
2/28/14,1
2/27/14,0.98
2/26/14,1.01
2/25/14,1.04
2/24/14,1.08
2/21/14,1.08
2/20/14,1.11
2/19/14,1.08
2/18/14,1.04
2/14/14,1.06
2/13/14,1.04
2/12/14,1.08
2/11/14,1.06
2/10/14,1.02
2/7/14,1.03
2/6/14,1.06
2/5/14,1.06
2/4/14,0.99
2/3/14,0.94
1/31/14,1
1/30/14,1.03
1/29/14,1.01
1/28/14,1.07
1/27/14,1.07
1/24/14,1.03
1/23/14,1.06
1/22/14,1.12
1/21/14,1.1
1/17/14,1.09
1/16/14,1.11
1/15/14,1.12
1/14/14,1.12
1/13/14,1.08
1/10/14,1.08
1/9/14,1.14
1/8/14,1.2
1/7/14,1.2
1/6/14,1.22
1/3/14,1.25
1/2/14,1.26
12/31/13,1.31
12/30/13,1.27
12/27/13,1.31
12/26/13,1.3
12/24/13,1.29
12/23/13,1.25
12/20/13,1.22
12/19/13,1.29
12/18/13,1.25
12/17/13,1.21
12/16/13,1.24
12/13/13,1.25
12/12/13,1.3
12/11/13,1.26
12/10/13,1.24
12/9/13,1.28
12/6/13,1.3
12/5/13,1.31
12/4/13,1.28
12/3/13,1.2
12/2/13,1.21
11/29/13,1.17
11/27/13,1.14
11/26/13,1.11
11/25/13,1.13
11/22/13,1.13
11/21/13,1.19
11/20/13,1.23
11/19/13,1.12
11/18/13,1.07
11/15/13,1.11
11/14/13,1.1
11/13/13,1.15
11/12/13,1.17
11/8/13,1.16
11/7/13,1.03
11/6/13,1.06
11/5/13,1.1
11/4/13,1.04
11/1/13,1.04
10/31/13,0.96
10/30/13,0.94
10/29/13,0.93
10/28/13,0.92
10/25/13,0.91
10/24/13,0.94
10/23/13,0.93
10/22/13,0.95
10/21/13,1.01
10/18/13,0.99
10/17/13,1.01
10/16/13,1.05
10/15/13,1.09
10/11/13,1.04
10/10/13,1.05
10/9/13,1.01
10/8/13,1
10/7/13,0.98
10/4/13,1
10/3/13,0.98
10/2/13,0.98
10/1/13,1.01
9/30/13,1
9/27/13,1
9/26/13,1
9/25/13,0.98
9/24/13,1
9/23/13,1.01
9/20/13,1.07
9/19/13,1.12
9/18/13,1.07
9/17/13,1.2
9/16/13,1.26
9/13/13,1.26
9/12/13,1.26
9/11/13,1.25
9/10/13,1.3
9/9/13,1.29
9/6/13,1.32
9/5/13,1.35
9/4/13,1.27
9/3/13,1.22
8/30/13,1.14
8/29/13,1.1
8/28/13,1.11
8/27/13,1.06
8/26/13,1.12
8/23/13,1.17
8/22/13,1.27
8/21/13,1.25
8/20/13,1.21
8/19/13,1.27
8/16/13,1.21
8/15/13,1.13
8/14/13,1.05
8/13/13,1.02
8/12/13,0.92
8/9/13,0.88
8/8/13,0.88
8/7/13,0.9
8/6/13,0.95
8/5/13,1
8/2/13,0.99
8/1/13,1.05
7/31/13,0.95
7/30/13,1.01
7/29/13,1.01
7/26/13,0.99
7/25/13,1.01
7/24/13,1.02
7/23/13,0.92
7/22/13,0.88
7/19/13,0.88
7/18/13,0.97
7/17/13,0.93
7/16/13,0.95
7/15/13,1
7/12/13,1.05
7/11/13,1.06
7/10/13,1.11
7/9/13,1.07
7/8/13,1.05
7/5/13,1.12
7/3/13,0.95
7/2/13,0.9
7/1/13,0.95
6/28/13,1
6/27/13,1
6/26/13,1.09
6/25/13,1.15
6/24/13,1.16
6/21/13,1.12
6/20/13,1.03
6/19/13,0.89
6/18/13,0.78
6/17/13,0.81
6/14/13,0.75
6/13/13,0.79
6/12/13,0.82
6/11/13,0.74
6/10/13,0.73
6/7/13,0.63
6/6/13,0.56
6/5/13,0.55
6/4/13,0.56
6/3/13,0.52
5/31/13,0.54
5/30/13,0.53
5/29/13,0.48
5/28/13,0.47
5/24/13,0.36
5/23/13,0.39
5/22/13,0.38
5/21/13,0.28
5/20/13,0.31
5/17/13,0.29
5/16/13,0.22
5/15/13,0.27
5/14/13,0.25
5/13/13,0.21
5/10/13,0.18
5/9/13,0.13
5/8/13,0.13
5/7/13,0.11
5/6/13,0.1
5/3/13,0.08
5/2/13,-0.03
5/1/13,-0.04
4/30/13,-0.03
4/29/13,-0.05
4/26/13,-0.07
4/25/13,-0.04
4/24/13,-0.03
4/23/13,-0.02
4/22/13,-0.02
4/19/13,0
4/18/13,0.05
4/17/13,-0.01
4/16/13,-0.01
4/15/13,-0.05
4/12/13,-0.03
4/11/13,0.03
4/10/13,0.07
4/9/13,0
4/8/13,-0.04
4/5/13,-0.1
4/4/13,-0.01
4/3/13,0.06
4/2/13,0.1
4/1/13,0.08
3/28/13,0.09
3/27/13,0.09
3/26/13,0.12
3/25/13,0.12
3/22/13,0.12
3/21/13,0.14
3/20/13,0.15
3/19/13,0.1
3/18/13,0.13
3/15/13,0.16
3/14/13,0.18
3/13/13,0.18
3/12/13,0.18
3/11/13,0.2
3/8/13,0.2
3/7/13,0.15
3/6/13,0.11
3/5/13,0.07
3/4/13,0.07
3/1/13,0.05
2/28/13,0.09
2/27/13,0.07
2/26/13,0.06
2/25/13,0.05
2/22/13,0.11
2/21/13,0.13
2/20/13,0.15
2/19/13,0.15
2/15/13,0.14
2/14/13,0.11
2/13/13,0.13
2/12/13,0.1
2/11/13,0.09
2/8/13,0.09
2/7/13,0.07
2/6/13,0.07
2/5/13,0.1
2/4/13,0.06
2/1/13,0.1
1/31/13,0.06
1/30/13,0.1
1/29/13,0.1
1/28/13,0.06
1/25/13,0.05
1/24/13,-0.01
1/23/13,-0.03
1/22/13,-0.02
1/18/13,-0.02
1/17/13,0
1/16/13,-0.02
1/15/13,-0.02
1/14/13,0.01
1/11/13,0.01
1/10/13,0.02
1/9/13,0
1/8/13,0.02
1/7/13,0.04
1/4/13,0.08
1/3/13,0.1
1/2/13,0.01
12/31/12,-0.04
12/28/12,-0.09
12/27/12,-0.11
12/26/12,-0.09
12/24/12,-0.08
12/21/12,-0.09
12/20/12,-0.05
12/19/12,-0.04
12/18/12,-0.03
12/17/12,-0.07
12/14/12,-0.13
12/13/12,-0.11
12/12/12,-0.15
12/11/12,-0.2
12/10/12,-0.22
12/7/12,-0.19
12/6/12,-0.21
12/5/12,-0.18
12/4/12,-0.16
12/3/12,-0.14
11/30/12,-0.12
11/29/12,-0.09
11/28/12,-0.07
11/27/12,-0.07
11/26/12,-0.06
11/23/12,-0.03
11/21/12,-0.04
11/20/12,-0.06
11/19/12,-0.11
11/16/12,-0.14
11/15/12,-0.15
11/14/12,-0.16
11/13/12,-0.17
11/9/12,-0.16
11/8/12,-0.19
11/7/12,-0.13
11/6/12,-0.04
11/5/12,-0.07
11/2/12,-0.06
11/1/12,-0.09
10/31/12,-0.11
10/29/12,-0.08
10/26/12,-0.03
10/25/12,0.02
10/24/12,-0.02
10/23/12,-0.04
10/22/12,-0.01
10/19/12,-0.02
10/18/12,0.05
10/17/12,0.05
10/16/12,0.01
10/15/12,-0.06
10/12/12,-0.06
10/11/12,-0.06
10/10/12,-0.08
10/9/12,-0.09
10/5/12,-0.08
10/4/12,-0.13
10/3/12,-0.11
10/2/12,-0.11
10/1/12,-0.05
9/28/12,-0.04
9/27/12,-0.06
9/26/12,-0.07
9/25/12,-0.03
9/24/12,0.01
9/21/12,0.01
9/20/12,0.02
9/19/12,-0.03
9/18/12,0
9/17/12,0
9/14/12,-0.01
9/13/12,0.02
9/12/12,0.1
9/11/12,0.03
9/10/12,0.03
9/7/12,0.04
9/6/12,0.07
9/5/12,0.01
9/4/12,0.02
8/31/12,0.02
8/30/12,0.07
8/29/12,0.05
8/28/12,0.02
8/27/12,0.05
8/24/12,0.09
8/23/12,0.09
8/22/12,0.15
8/21/12,0.23
8/20/12,0.25
8/17/12,0.26
8/16/12,0.26
8/15/12,0.22
8/14/12,0.14
8/13/12,0.08
8/10/12,0.07
8/9/12,0.08
8/8/12,0.05
8/7/12,0.01
8/6/12,-0.02
8/3/12,0
8/2/12,-0.06
8/1/12,-0.03
7/31/12,-0.05
7/30/12,-0.01
7/27/12,0.04
7/26/12,-0.03
7/25/12,-0.05
7/24/12,-0.05
7/23/12,-0.04
7/20/12,-0.04
7/19/12,0.02
7/18/12,0.02
7/17/12,0.02
7/16/12,-0.02
7/13/12,0
7/12/12,0.01
7/11/12,0.03
7/10/12,0.01
7/9/12,0.05
7/6/12,0.09
7/5/12,0.12
7/3/12,0.15
7/2/12,0.12
6/29/12,0.19
6/28/12,0.13
6/27/12,0.14
6/26/12,0.16
6/25/12,0.15
6/22/12,0.2
6/21/12,0.14
6/20/12,0.11
6/19/12,0.11
6/18/12,0.09
6/15/12,0.09
6/14/12,0.15
6/13/12,0.11
6/12/12,0.15
6/11/12,0.11
6/8/12,0.13
6/7/12,0.12
6/6/12,0.07
6/5/12,0
6/4/12,-0.01
6/1/12,-0.02
5/31/12,0.12
5/30/12,0.17
5/29/12,0.24
5/25/12,0.22
5/24/12,0.21
5/23/12,0.17
5/22/12,0.2
5/21/12,0.16
5/18/12,0.18
5/17/12,0.2
5/16/12,0.27
5/15/12,0.24
5/14/12,0.27
5/11/12,0.33
5/10/12,0.34
5/9/12,0.33
5/8/12,0.31
5/7/12,0.34
5/4/12,0.34
5/3/12,0.36
5/2/12,0.35
5/1/12,0.38
4/30/12,0.36
4/27/12,0.34
4/26/12,0.32
4/25/12,0.37
4/24/12,0.36
4/23/12,0.34
4/20/12,0.37
4/19/12,0.39
4/18/12,0.37
4/17/12,0.36
4/16/12,0.38
4/13/12,0.39
4/12/12,0.44
4/11/12,0.41
4/10/12,0.4
4/9/12,0.46
4/6/12,0.48
4/5/12,0.56
4/4/12,0.57
4/3/12,0.58
4/2/12,0.53
3/30/12,0.57
3/29/12,0.51
3/28/12,0.53
3/27/12,0.53
3/26/12,0.57
3/23/12,0.51
3/22/12,0.56
3/21/12,0.55
3/20/12,0.58
3/19/12,0.59
3/16/12,0.53
3/15/12,0.55
3/14/12,0.59
3/13/12,0.48
3/12/12,0.44
3/9/12,0.45
3/8/12,0.48
3/7/12,0.46
3/6/12,0.46
3/5/12,0.5
3/2/12,0.44
3/1/12,0.44
2/29/12,0.38
2/28/12,0.32
2/27/12,0.31
2/24/12,0.35
2/23/12,0.35
2/22/12,0.37
2/21/12,0.41
2/17/12,0.4
2/16/12,0.37
2/15/12,0.33
2/14/12,0.31
2/13/12,0.37
2/10/12,0.36
2/9/12,0.43
2/8/12,0.37
2/7/12,0.39
2/6/12,0.34
2/3/12,0.4
2/2/12,0.29
2/1/12,0.31
1/31/12,0.29
1/30/12,0.36
1/27/12,0.41
1/26/12,0.42
1/25/12,0.45
1/24/12,0.53
1/23/12,0.54
1/20/12,0.51
1/19/12,0.48
1/18/12,0.43
1/17/12,0.39
1/13/12,0.43
1/12/12,0.46
1/11/12,0.44
1/10/12,0.48
1/9/12,0.44
1/6/12,0.46
1/5/12,0.49
1/4/12,0.51
1/3/12,0.53
12/30/11,0.5
12/29/11,0.5
12/28/11,0.47
12/27/11,0.53
12/23/11,0.52
12/22/11,0.48
12/21/11,0.45
12/20/11,0.43
12/19/11,0.41
12/16/11,0.47
12/15/11,0.51
12/14/11,0.47
12/13/11,0.48
12/12/11,0.56
12/9/11,0.64
12/8/11,0.58
12/7/11,0.55
12/6/11,0.55
12/5/11,0.51
12/2/11,0.52
12/1/11,0.59
11/30/11,0.56
11/29/11,0.5
11/28/11,0.5
11/25/11,0.54
11/23/11,0.48
11/22/11,0.56
11/21/11,0.58
11/18/11,0.56
11/17/11,0.56
11/16/11,0.56
11/15/11,0.56
11/14/11,0.51
11/10/11,0.51
11/9/11,0.48
11/8/11,0.5
11/7/11,0.42
11/4/11,0.47
11/3/11,0.53
11/2/11,0.47
11/1/11,0.47
10/31/11,0.6
10/28/11,0.75
10/27/11,0.81
10/26/11,0.68
10/25/11,0.66
10/24/11,0.78
10/21/11,0.8
10/20/11,0.75
10/19/11,0.78
10/18/11,0.79
10/17/11,0.8
10/14/11,0.87
10/13/11,0.83
10/12/11,0.83
10/11/11,0.77
10/7/11,0.71
10/6/11,0.68
10/5/11,0.66
10/4/11,0.59
10/3/11,0.62
9/30/11,0.77
9/29/11,0.77
9/28/11,0.78
9/27/11,0.78
9/26/11,0.77
9/23/11,0.69
9/22/11,0.59
9/21/11,0.65
9/20/11,0.69
9/19/11,0.71
9/16/11,0.76
9/15/11,0.77
9/14/11,0.75
9/13/11,0.72
9/12/11,0.64
9/9/11,0.63
9/8/11,0.66
9/7/11,0.72
9/6/11,0.65
9/2/11,0.61
9/1/11,0.73
8/31/11,0.84
8/30/11,0.76
8/29/11,0.83
8/26/11,0.76
8/25/11,0.78
8/24/11,0.86
8/23/11,0.7
8/22/11,0.62
8/19/11,0.61
8/18/11,0.69
8/17/11,0.62
8/16/11,0.7
8/15/11,0.73
8/12/11,0.67
8/11/11,0.77
8/10/11,0.53
8/9/11,0.66
8/8/11,0.8
8/5/11,0.92
8/4/11,0.81
8/3/11,0.95
8/2/11,0.91
8/1/11,0.99
7/29/11,1.03
7/28/11,1.2
7/27/11,1.25
7/26/11,1.27
7/25/11,1.28
7/22/11,1.29
7/21/11,1.32
7/20/11,1.29
7/19/11,1.22
7/18/11,1.3
7/15/11,1.3
7/14/11,1.31
7/13/11,1.24
7/12/11,1.28
7/11/11,1.31
7/8/11,1.39
7/7/11,1.45
7/6/11,1.46
7/5/11,1.49
7/1/11,1.49
6/30/11,1.48
6/29/11,1.48
6/28/11,1.46
6/27/11,1.42
6/24/11,1.37
6/23/11,1.41
6/22/11,1.55
6/21/11,1.52
6/20/11,1.54
6/17/11,1.52
6/16/11,1.49
6/15/11,1.48
6/14/11,1.55
6/13/11,1.5
6/10/11,1.49
6/9/11,1.5
6/8/11,1.48
6/7/11,1.5
6/6/11,1.49
6/3/11,1.47
6/2/11,1.49
6/1/11,1.45
5/31/11,1.51
5/27/11,1.51
5/26/11,1.49
5/25/11,1.53
5/24/11,1.52
5/23/11,1.56
5/20/11,1.56
5/19/11,1.56
5/18/11,1.52
5/17/11,1.51
5/16/11,1.52
5/13/11,1.51
5/12/11,1.51
5/11/11,1.48
5/10/11,1.46
5/9/11,1.43
5/6/11,1.44
5/5/11,1.42
5/4/11,1.42
5/3/11,1.44
5/2/11,1.46
4/29/11,1.48
4/28/11,1.5
4/27/11,1.54
4/26/11,1.49
4/25/11,1.51
4/21/11,1.53
4/20/11,1.51
4/19/11,1.45
4/18/11,1.49
4/15/11,1.49
4/14/11,1.57
4/13/11,1.58
4/12/11,1.59
4/11/11,1.66
4/8/11,1.65
4/7/11,1.7
4/6/11,1.68
4/5/11,1.6
4/4/11,1.59
4/1/11,1.61
3/31/11,1.66
3/30/11,1.68
3/29/11,1.7
3/28/11,1.68
3/25/11,1.68
3/24/11,1.65
3/23/11,1.65
3/22/11,1.61
3/21/11,1.58
3/18/11,1.55
3/17/11,1.54
3/16/11,1.55
3/15/11,1.62
3/14/11,1.64
3/11/11,1.64
3/10/11,1.6
3/9/11,1.68
3/8/11,1.71
3/7/11,1.7
3/4/11,1.69
3/3/11,1.77
3/2/11,1.71
3/1/11,1.69
2/28/11,1.73
2/25/11,1.7
2/24/11,1.73
2/23/11,1.79
2/22/11,1.81
2/18/11,1.91
2/17/11,1.95
2/16/11,1.99
2/15/11,1.97
2/14/11,1.98
2/11/11,2
2/10/11,2.04
2/9/11,1.97
2/8/11,2
2/7/11,1.95
2/4/11,1.95
2/3/11,1.89
2/2/11,1.85
2/1/11,1.82
1/31/11,1.81
1/28/11,1.78
1/27/11,1.82
1/26/11,1.82
1/25/11,1.76
1/24/11,1.8
1/21/11,1.79
1/20/11,1.8
1/19/11,1.68
1/18/11,1.7
1/14/11,1.69
1/13/11,1.65
1/12/11,1.68
1/11/11,1.67
1/10/11,1.66
1/7/11,1.68
1/6/11,1.72
1/5/11,1.75
1/4/11,1.68
1/3/11,1.69
